HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:26785	HNF1A-AS1	HNF1A antisense RNA 1	Approved	RNA, long non-coding	C12orf27, NCRNA00262	FLJ38690, HAS1	12q24.31	283460	ENSG00000241388	OTTHUMG00000185474	788	Long non-coding RNAs (published)
HGNC:33510	HOTAIR	HOX transcript antisense RNA	Approved	RNA, long non-coding		HOXC-AS4, HOXC11-AS1, NCRNA00072	12q13.13	100124700	ENSG00000228630	OTTHUMG00000152934	788	Long non-coding RNAs (published)
HGNC:37117	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1	Approved	RNA, long non-coding		HOXA-AS1, NCRNA00179, HOXA1-AS1	7p15.2	100506311	ENSG00000233429	OTTHUMG00000158089	788	Long non-coding RNAs (published)
HGNC:37461	HOTTIP	HOXA distal transcript antisense RNA	Approved	RNA, long non-coding	NCRNA00213	HOXA-AS6, RP1-170O19.3, HOXA13-AS1	7p15.2	100316868	ENSG00000243766	OTTHUMG00000063751	788	Long non-coding RNAs (published)
HGNC:43745	HOXA-AS2	HOXA cluster antisense RNA 2	Approved	RNA, long non-coding		HOXA3as	7p15.2	285943	ENSG00000253552	OTTHUMG00000063274	788	Long non-coding RNAs (published)
HGNC:43748	HOXA-AS3	HOXA cluster antisense RNA 3	Approved	RNA, long non-coding		HOXA6as	7p15.2	100133311	ENSG00000254369	OTTHUMG00000158092	788	Long non-coding RNAs (published)
HGNC:24957	HOXA11-AS	HOXA11 antisense RNA	Approved	RNA, long non-coding	HOXA11AS	HOXA11-AS1, HOXA11S, HOXA-AS5, NCRNA00076	7p15.2	221883	ENSG00000240990	OTTHUMG00000158205	788	Long non-coding RNAs (published)
HGNC:43749	HOXC-AS1	HOXC cluster antisense RNA 1	Approved	RNA, long non-coding			12q13.13	100874363	ENSG00000250451	OTTHUMG00000160024	788	Long non-coding RNAs (published)
HGNC:34232	HULC	hepatocellular carcinoma up-regulated long non-coding RNA	Approved	RNA, long non-coding		NCRNA00078, LINC00078, HCCAT1	6p24.3	728655	ENSG00000251164	OTTHUMG00000160417	788	Long non-coding RNAs (published)
HGNC:5326	HYMAI	hydatidiform mole associated and imprinted	Approved	RNA, long non-coding		NCRNA00020	6q24.2	57061	ENSG00000283122	OTTHUMG00000189750	788	Long non-coding RNAs (published)
HGNC:43910	IFNG-AS1	IFNG antisense RNA 1	Approved	RNA, long non-coding		Tmevpg1, LincR-Ifng-3'AS, NEST	12q15	100885789	ENSG00000255733	OTTHUMG00000169108	788	Long non-coding RNAs (published)
HGNC:14062	IGF2-AS	IGF2 antisense RNA	Approved	RNA, long non-coding	IGF2AS	PEG8, IGF2-AS1	11p15.5	51214	ENSG00000099869	OTTHUMG00000009557	788	Long non-coding RNAs (published)
HGNC:27115	ILF3-DT	ILF3 divergent transcript	Approved	RNA, long non-coding	ILF3-AS1		19p13.2	147727	ENSG00000267100	OTTHUMG00000180586	788	Long non-coding RNAs (published)
HGNC:6109	IPW	imprinted in Prader-Willi syndrome	Approved	RNA, long non-coding		NCRNA00002	15q11.2	3653			788	Long non-coding RNAs (published)
HGNC:50365	IRAIN	IGF1R antisense imprinted non-protein coding RNA	Approved	RNA, long non-coding		IGF1R-AS	15q26.3	104472848	ENSG00000259424	OTTHUMG00000171862	788	Long non-coding RNAs (published)
HGNC:53128	ITFG2-AS1	ITFG2 antisense RNA 1	Approved	RNA, long non-coding			12p13.33	283440	ENSG00000258325	OTTHUMG00000169389	788	Long non-coding RNAs (published)
HGNC:48601	JADRR	JADE1 adjacent regulatory RNA	Approved	RNA, long non-coding	LINC00915	lncRNA-JADE	4q28.2	101669763	ENSG00000280711	OTTHUMG00000189573	788	Long non-coding RNAs (published)
HGNC:37191	JPX	JPX transcript, XIST activator	Approved	RNA, long non-coding	NCRNA00183	ENOX, LINC00183, DCBALD06	Xq13.2	554203	ENSG00000225470	OTTHUMG00000021840	788	Long non-coding RNAs (published)
HGNC:49510	KANTR	KDM5C adjacent transcript	Approved	unknown	LINC01155	Spasm	Xp11.22	102723508	ENSG00000232593	OTTHUMG00000021603	788	Long non-coding RNAs (published)
HGNC:29895	KCNIP4-IT1	KCNIP4 intronic transcript 1	Approved	RNA, long non-coding	NCRNA00099	UM9-5	4p15.2	359822	ENSG00000280650	OTTHUMG00000189553	788	Long non-coding RNAs (published)
HGNC:6295	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1	Approved	RNA, long non-coding		KvDMR1, KCNQ1-AS2, KvLQT1-AS, LIT1, NCRNA00012	11p15.5	10984	ENSG00000269821	OTTHUMG00000171022	788	Long non-coding RNAs (published)
HGNC:52643	KRT7-AS	KRT7 antisense RNA 1	Approved	RNA, long non-coding			12q13.13	109729127	ENSG00000257671	OTTHUMG00000169581	788	Long non-coding RNAs (published)
HGNC:52645	LAMC1-AS1	LAMC1 antisense RNA 1	Approved	RNA, long non-coding		lnc-LAMC2-1:1	1q25.3	110841583	ENSG00000224468	OTTHUMG00000046152	788	Long non-coding RNAs (published)
HGNC:25837	LCAL1	lung cancer associated lncRNA 1	Approved	RNA, long non-coding		onco-lncRNA-27	6q14.1	80078			788	Long non-coding RNAs (published)
HGNC:40339	LEF1-AS1	LEF1 antisense RNA 1	Approved	RNA, long non-coding			4q25	641518	ENSG00000232021	OTTHUMG00000161028	788	Long non-coding RNAs (published)
HGNC:26885	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript	Approved	RNA, long non-coding	MKLN1-AS1	FLJ43663, PINT, LincRNA-Pint	7q32.3	378805	ENSG00000231721	OTTHUMG00000155000	788	Long non-coding RNAs (published)
HGNC:43773	LINC-ROR	long intergenic non-protein coding RNA, regulator of reprogramming	Approved	RNA, long non-coding		lincRNA-RoR, lincRNA-ST8SIA3, ROR	18q21.31	100885779	ENSG00000258609	OTTHUMG00000171587	788	Long non-coding RNAs (published)
HGNC:26455	LINC00052	long intergenic non-protein coding RNA 52	Approved	RNA, long non-coding	TMEM83, NCRNA00052	FLJ31461	15q25.3	145978	ENSG00000259527	OTTHUMG00000171973	788	Long non-coding RNAs (published)
HGNC:17138	LINC00161	long intergenic non-protein coding RNA 161	Approved	RNA, long non-coding	C21orf100, NCRNA00161		21q21.3	118421	ENSG00000226935	OTTHUMG00000078748	788	Long non-coding RNAs (published)
HGNC:33165	LINC00163	long intergenic non-protein coding RNA 163	Approved	RNA, long non-coding	C21orf134, NCRNA00163	NLC1-A, NLC1A	21q22.3	727699	ENSG00000234880	OTTHUMG00000090296	788	Long non-coding RNAs (published)
HGNC:33166	LINC00165	long intergenic non-protein coding RNA 165	Approved	RNA, long non-coding	C21orf135, NCRNA00165	NLC1-B	21q22.3	727701	ENSG00000261706	OTTHUMG00000172755	788	Long non-coding RNAs (published)
HGNC:33791	LINC00173	long intergenic non-protein coding RNA 173	Approved	RNA, long non-coding	NCRNA00173	FLJ42957	12q24.22	100287569	ENSG00000196668	OTTHUMG00000157726	788	Long non-coding RNAs (published)
HGNC:16189	LINC00261	long intergenic non-protein coding RNA 261	Approved	RNA, long non-coding	C20orf56, NCRNA00261	bA216C10.1, HCCDR1, TCONS_00027846, ALIEN, DEANR1, onco-lncRNA-17	20p11.21	140828	ENSG00000259974	OTTHUMG00000046240	788	Long non-coding RNAs (published)
HGNC:28597	LINC00305	long intergenic non-protein coding RNA 305	Approved	RNA, long non-coding	C18orf20, NCRNA00305	MGC39571, HsT1235	18q22.1	221241	ENSG00000179676	OTTHUMG00000060637	788	Long non-coding RNAs (published)
HGNC:6662	LINC00312	long intergenic non-protein coding RNA 312	Approved	RNA, long non-coding	LOH3CR2A, NCRNA00312	NAG7, NAG-7, ERR10, ERR-10, LMCD1DN	3p25.3	29931			788	Long non-coding RNAs (published)
HGNC:19730	LINC00319	long intergenic non-protein coding RNA 319	Approved	RNA, long non-coding	C21orf125, NCRNA00319	PRED49, FLJ38036	21q22.3	284836	ENSG00000188660	OTTHUMG00000086866	788	Long non-coding RNAs (published)
HGNC:27492	LINC00346	long intergenic non-protein coding RNA 346	Approved	RNA, long non-coding	C13orf29, NCRNA00346		13q34	283487	ENSG00000255874	OTTHUMG00000187398	788	Long non-coding RNAs (published)
HGNC:42686	LINC00364	long intergenic non-protein coding RNA 364	Approved	RNA, long non-coding		LncRNA00364	13q21.32	100874145	ENSG00000230040	OTTHUMG00000017041	788	Long non-coding RNAs (published)
HGNC:42809	LINC00460	long intergenic non-protein coding RNA 460	Approved	RNA, long non-coding			13q33.2	728192	ENSG00000233532	OTTHUMG00000017319	788	Long non-coding RNAs (published)
HGNC:42810	LINC00461	long intergenic non-protein coding RNA 461	Approved	RNA, long non-coding		EyeLinc1, Visc-1a, Visc-1b, Visc-2, LOC645323, ECONEXIN	5q14.3	645323	ENSG00000245526	OTTHUMG00000162632	788	Long non-coding RNAs (published)
HGNC:28227	LINC00467	long intergenic non-protein coding RNA 467	Approved	RNA, long non-coding	C1orf97	MGC14801	1q32.3	84791	ENSG00000153363	OTTHUMG00000036998	788	Long non-coding RNAs (published)
HGNC:1225	LINC00470	long intergenic non-protein coding RNA 470	Approved	RNA, long non-coding	C18orf2		18p11.32	56651	ENSG00000132204	OTTHUMG00000178327	788	Long non-coding RNAs (published)
HGNC:21380	LINC00472	long intergenic non-protein coding RNA 472	Approved	RNA, long non-coding	C6orf155	dJ288M22.3, FLJ13189, P53RRA	6q13	79940	ENSG00000233237	OTTHUMG00000015006	788	Long non-coding RNAs (published)
HGNC:21160	LINC00473	long intergenic non-protein coding RNA 473	Approved	RNA, long non-coding	C6orf176	bA142J11.1, LNC473	6q27	90632	ENSG00000223414	OTTHUMG00000015990	788	Long non-coding RNAs (published)
HGNC:43564	LINC00511	long intergenic non-protein coding RNA 511	Approved	RNA, long non-coding		onco-lncRNA-12	17q24.3	400619	ENSG00000227036	OTTHUMG00000132227	788	Long non-coding RNAs (published)
HGNC:19843	LINC00520	long intergenic non-protein coding RNA 520	Approved	RNA, long non-coding	C14orf34		14q22.3	645687	ENSG00000258791	OTTHUMG00000171059	788	Long non-coding RNAs (published)
HGNC:43655	LINC00538	long intergenic non-protein coding RNA 538	Approved	RNA, long non-coding		Yiya, PROX1UT	1q32.3	100861504	ENSG00000281664	OTTHUMG00000189733	788	Long non-coding RNAs (published)
HGNC:43717	LINC00570	long intergenic non-protein coding RNA 570	Approved	RNA, long non-coding		ncRNA-a5	2p25.1	100874055	ENSG00000224177	OTTHUMG00000151818	788	Long non-coding RNAs (published)
HGNC:43840	LINC00581	long intergenic non-protein coding RNA 581	Approved	RNA, long non-coding			6p22.3	100874531	ENSG00000280989	OTTHUMG00000189558	788	Long non-coding RNAs (published)
HGNC:32299	LINC00589	long intergenic non-protein coding RNA 589	Approved	RNA, long non-coding	C8orf75	TSLNC8	8p12	619351	ENSG00000251191	OTTHUMG00000163800	788	Long non-coding RNAs (published)
HGNC:42770	LINC00598	long intergenic non-protein coding RNA 598	Approved	RNA, long non-coding		TTL, lncFOXO1	13q14.11	646982	ENSG00000215483	OTTHUMG00000016772	788	Long non-coding RNAs (published)
HGNC:27231	LINC00599	long intergenic non-protein coding RNA 599	Approved	RNA, long non-coding		Rncr3	8p23.1	157627	ENSG00000253230	OTTHUMG00000163734	788	Long non-coding RNAs (published)
HGNC:27008	LINC00628	long intergenic non-protein coding RNA 628	Approved	RNA, long non-coding			1q32.1	127841	ENSG00000280924	OTTHUMG00000189537	788	Long non-coding RNAs (published)
HGNC:44262	LINC00629	long intergenic non-protein coding RNA 629	Approved	RNA, long non-coding			Xq26.3	100506757	ENSG00000227060	OTTHUMG00000022456	788	Long non-coding RNAs (published)
HGNC:44316	LINC00659	long intergenic non-protein coding RNA 659	Approved	RNA, long non-coding			20q13.33	100652730	ENSG00000228705	OTTHUMG00000032931	788	Long non-coding RNAs (published)
HGNC:44328	LINC00668	long intergenic non-protein coding RNA 668	Approved	RNA, long non-coding			18p11.31	400643	ENSG00000265933	OTTHUMG00000178875	788	Long non-coding RNAs (published)
HGNC:44353	LINC00672	long intergenic non-protein coding RNA 672	Approved	RNA, long non-coding			17q12	100505576	ENSG00000263874	OTTHUMG00000178440	788	Long non-coding RNAs (published)
HGNC:44354	LINC00673	long intergenic non-protein coding RNA 673	Approved	RNA, long non-coding		HI-LNC75, SLNCR1, ERRLR01	17q24.3	100499467			788	Long non-coding RNAs (published)
HGNC:44691	LINC00707	long intergenic non-protein coding RNA 707	Approved	RNA, long non-coding			10p14	100507127	ENSG00000238266	OTTHUMG00000017627	788	Long non-coding RNAs (published)
HGNC:45092	LINC00850	long intergenic non-protein coding RNA 850	Approved	RNA, long non-coding		KUCG1	Xq28	101241891	ENSG00000280752	OTTHUMG00000189730	788	Long non-coding RNAs (published)
HGNC:43716	LINC00853	long intergenic non-protein coding RNA 853	Approved	RNA, long non-coding	PDZK1IP1-AS1	ncRNA-a4	1p33	100874253	ENSG00000224805	OTTHUMG00000007850	788	Long non-coding RNAs (published)
HGNC:45114	LINC00857	long intergenic non-protein coding RNA 857	Approved	RNA, long non-coding			10q22.3	439990	ENSG00000237523	OTTHUMG00000018605	788	Long non-coding RNAs (published)
HGNC:27276	LINC00858	long intergenic non-protein coding RNA 858	Approved	RNA, long non-coding		CRCAL-2	10q23.1	170425	ENSG00000229404	OTTHUMG00000018638	788	Long non-coding RNAs (published)
HGNC:48574	LINC00887	long intergenic non-protein coding RNA 887	Approved	RNA, long non-coding		linc-ATP13A4-8, HEIRCC	3q29	100131551	ENSG00000214145	OTTHUMG00000155982	788	Long non-coding RNAs (published)
HGNC:48671	LINC00958	long intergenic non-protein coding RNA 958	Approved	RNA, long non-coding			11p15.3	100506305	ENSG00000251381	OTTHUMG00000165904	788	Long non-coding RNAs (published)
HGNC:48716	LINC00963	long intergenic non-protein coding RNA 963	Approved	RNA, long non-coding		MetaLnc9	9q34.11	100506190	ENSG00000204054	OTTHUMG00000020783	788	Long non-coding RNAs (published)
HGNC:48727	LINC00968	long intergenic non-protein coding RNA 968	Approved	RNA, long non-coding			8q12.1	100507632	ENSG00000246430	OTTHUMG00000164412	788	Long non-coding RNAs (published)
HGNC:27105	LINC00974	long intergenic non-protein coding RNA 974	Approved	RNA, long non-coding			17q21.2	147093	ENSG00000226629	OTTHUMG00000133607	788	Long non-coding RNAs (published)
HGNC:48664	LINC00982	long intergenic non-protein coding RNA 982	Approved	RNA, long non-coding		FLJ42875	1p36.32	440556	ENSG00000177133	OTTHUMG00000000563	788	Long non-coding RNAs (published)
HGNC:49123	LINC01080	long intergenic non-protein coding RNA 1080	Approved	RNA, long non-coding		TCONS_00021856	13q31.1	101515984	ENSG00000281721	OTTHUMG00000189563	788	Long non-coding RNAs (published)
HGNC:27886	LINC01089	long intergenic non-protein coding RNA 1089	Approved	RNA, long non-coding		LIMT, AK096174	12q24.31	338799	ENSG00000212694	OTTHUMG00000128905	788	Long non-coding RNAs (published)
HGNC:49259	LINC01116	long intergenic non-protein coding RNA 1116	Approved	RNA, long non-coding		TALNEC2	2q31.1	375295	ENSG00000163364	OTTHUMG00000154156	788	Long non-coding RNAs (published)
HGNC:49447	LINC01133	long intergenic non-protein coding RNA 1133	Approved	RNA, long non-coding		lncRNA-PAGBC	1q23.2	100505633	ENSG00000224259	OTTHUMG00000024077	788	Long non-coding RNAs (published)
HGNC:49454	LINC01138	long intergenic non-protein coding RNA 1138	Approved	RNA, long non-coding	LINC00875	FLJ39739	1q21.2	388685	ENSG00000274020	OTTHUMG00000185296	788	Long non-coding RNAs (published)
HGNC:27924	LINC01139	long intergenic non-protein coding RNA 1139	Approved	RNA, long non-coding		LINK-A, TCONS_00000027	1q43	339535	ENSG00000215808	OTTHUMG00000039532	788	Long non-coding RNAs (published)
HGNC:49512	LINC01157	long intergenic non-protein coding RNA 1157	Approved	RNA, long non-coding		TCONS_00010378, linc-Enc1	5q13.3	105379037			788	Long non-coding RNAs (published)
HGNC:49573	LINC01186	long intergenic non-protein coding RNA 1186	Approved	RNA, long non-coding		ZNF674-1	Xp11.3	101927574	ENSG00000236751	OTTHUMG00000021416	788	Long non-coding RNAs (published)
HGNC:49595	LINC01191	long intergenic non-protein coding RNA 1191	Approved	RNA, long non-coding		VIN, lnc-ACTR3	2q14.1	440900	ENSG00000234199	OTTHUMG00000153529	788	Long non-coding RNAs (published)
HGNC:49757	LINC01234	long intergenic non-protein coding RNA 1234	Approved	RNA, long non-coding		onco-lncRNA-32	12q24.13	100506465	ENSG00000249550	OTTHUMG00000169644	788	Long non-coding RNAs (published)
HGNC:51196	LINC01510	long intergenic non-protein coding RNA 1510	Approved	RNA, long non-coding			7q31.2	100996266	ENSG00000231210	OTTHUMG00000064097	788	Long non-coding RNAs (published)
HGNC:51202	LINC01513	long intergenic non-protein coding RNA 1513	Approved	RNA, long non-coding		RP11-1C1.7, TCONS_00009352	5p15.2	112163642	ENSG00000246016	OTTHUMG00000162053	788	Long non-coding RNAs (published)
HGNC:31365	LINC01561	long intergenic non-protein coding RNA 1561	Approved	RNA, long non-coding	C10orf85	FLJ37402, Em:AC023282.2	10q26.12	404216	ENSG00000177234	OTTHUMG00000019167	788	Long non-coding RNAs (published)
HGNC:51367	LINC01567	long intergenic non-protein coding RNA 1567	Approved	RNA, long non-coding		LOCCS	16p12.1	400511	ENSG00000224310	OTTHUMG00000131650	788	Long non-coding RNAs (published)
HGNC:52660	LINC01844	long intergenic non-protein coding RNA 1844	Approved	RNA, long non-coding		LOC101926975	5q31.3	101926975	ENSG00000236714	OTTHUMG00000059704	788	Long non-coding RNAs (published)
HGNC:53956	LINCADL	lincRNA adipogenesis and lipogenesis associated	Approved	RNA, long non-coding		linc-ADAL	5q23.1	107986443			788	Long non-coding RNAs (published)
HGNC:49089	LINCMD1	long intergenic non-protein coding RNA, muscle differentiation 1	Approved	RNA, long non-coding	MIR133BHG, LINC-MD1		6p12.2	101154644	ENSG00000225613	OTTHUMG00000014842	788	Long non-coding RNAs (published)
HGNC:53170	LINP1	lncRNA in non-homologous end joining pathway 1	Approved	RNA, long non-coding			10p14	108570035	ENSG00000223784	OTTHUMG00000017625	788	Long non-coding RNAs (published)
HGNC:50913	LNCAROD	lncRNA activating regulator of DKK1	Approved	RNA, long non-coding	LINC01468	lnc-MBL2-4, A-ROD	10q21.1	101928687	ENSG00000231131	OTTHUMG00000018252	788	Long non-coding RNAs (published)
HGNC:53864	LNCARSR	lncRNA regulator of Akt signaling associated with HCC and RCC	Approved	RNA, long non-coding		lncARSR	9q21.31	112577459	ENSG00000233086		788	Long non-coding RNAs (published)
HGNC:50656	LNCNEF	lncRNA neighboring enhancer of FOXA2	Approved	RNA, long non-coding	LINC01384	lncRNA-NEF	20p11.21	101929685	ENSG00000237396	OTTHUMG00000032044	788	Long non-coding RNAs (published)
HGNC:53947	LNCOC1	lncRNA associated with ovarian cancer 1	Approved	RNA, long non-coding		Lnc-OC1	8q24.3	100288181	ENSG00000253741	OTTHUMG00000164731	788	Long non-coding RNAs (published)
HGNC:53336	LNCOG	lncRNA osteogenesis associated	Approved	RNA, long non-coding	LINC02407	RP11-54A9.1, lncRNA-OG	12q21.2	105369848	ENSG00000257219	OTTHUMG00000169875	788	Long non-coding RNAs (published)
HGNC:52746	LNCPRESS1	lncRNA p53 regulated and ESC associated 1	Approved	RNA, long non-coding		lncPRESS1	7q22.1	101927721	ENSG00000232301	OTTHUMG00000157112	788	Long non-coding RNAs (published)
HGNC:52747	LNCPRESS2	lncRNA p53 regulated and ESC associated 2	Approved	RNA, long non-coding		lncPRESS2	4q22.1	101929194	ENSG00000249152	OTTHUMG00000160917	788	Long non-coding RNAs (published)
HGNC:52753	LNCSRLR	lncRNA sorafenib resistance in renal cell carcinoma associated	Approved	RNA, long non-coding		lncRNA-SRLR	3q24	109729161	ENSG00000240032	OTTHUMG00000159416	788	Long non-coding RNAs (published)
HGNC:44169	LOXL1-AS1	LOXL1 antisense RNA 1	Approved	RNA, long non-coding			15q24.1	100287616	ENSG00000261801	OTTHUMG00000172711	788	Long non-coding RNAs (published)
HGNC:51694	LRP1-AS	LRP1 antisense RNA	Approved	RNA, long non-coding			12q13.3	105751187	ENSG00000259125	OTTHUMG00000171280	788	Long non-coding RNAs (published)
HGNC:37824	LSINCT5	long stress-induced non-coding transcript 5	Approved	RNA, long non-coding			5p15.33	101234261	ENSG00000281560	OTTHUMG00000189568	788	Long non-coding RNAs (published)
HGNC:51845	LUADT1	lung adenocarcinoma associated transcript 1	Approved	RNA, long non-coding			6q24.3	106182249	ENSG00000196634	OTTHUMG00000015761	788	Long non-coding RNAs (published)
HGNC:48498	LUCAT1	lung cancer associated transcript 1	Approved	RNA, long non-coding		SCAL1, SCAT5	5q14.3	100505994	ENSG00000248323	OTTHUMG00000162611	788	Long non-coding RNAs (published)
HGNC:51199	LUNAR1	leukemia-associated non-coding IGF1R activator RNA 1	Approved	RNA, long non-coding			15q26.3	104564224	ENSG00000278090	OTTHUMG00000173033	788	Long non-coding RNAs (published)
HGNC:53963	MACORIS	macrophage enriched lincRNA repressor of IFN-gamma signaling	Approved	RNA, long non-coding		MacORIS	10p11.22	101929951	ENSG00000237797	OTTHUMG00000017910	788	Long non-coding RNAs (published)
HGNC:51525	MAFTRR	MAF transcriptional regulator RNA	Approved	RNA, long non-coding		linc-MAF-4	16q23.2	102467146	ENSG00000261390	OTTHUMG00000176976	788	Long non-coding RNAs (published)
HGNC:29665	MALAT1	metastasis associated lung adenocarcinoma transcript 1	Approved	RNA, long non-coding		PRO1073, MALAT-1, NCRNA00047, HCN, NEAT2, LINC00047, mascRNA	11q13.1	378938	ENSG00000251562	OTTHUMG00000166322	788	Long non-coding RNAs (published)
HGNC:49009	MALINC1	mitosis associated long intergenic non-coding RNA 1	Approved	RNA, long non-coding	LINC01024	MA-linc1	5q31.2	100505636	ENSG00000245146	OTTHUMG00000163537	788	Long non-coding RNAs (published)
HGNC:27935	MAP3K20-AS1	MAP3K20 antisense RNA 1	Approved	RNA, long non-coding	MLK7-AS1		2q31.1	339751	ENSG00000238133	OTTHUMG00000154109	788	Long non-coding RNAs (published)
HGNC:39764	MDC1-AS1	MDC1 antisense RNA 1	Approved	RNA, long non-coding		MDC1-AS	6p21.33	106478956	ENSG00000224328	OTTHUMG00000133551	788	Long non-coding RNAs (published)
HGNC:14575	MEG3	maternally expressed 3	Approved	RNA, long non-coding		GTL2, NCRNA00023, LINC00023, onco-lncRNA-83	14q32.2	55384	ENSG00000214548	OTTHUMG00000029052	788	Long non-coding RNAs (published)
HGNC:14574	MEG8	maternally expressed 8, small nucleolar RNA host gene	Approved	RNA, long non-coding	SNHG23, SNHG24	NCRNA00024, Irm, Rian, Bsr, LINC00024, AL132709.8, lnc-MGC	14q32.31	79104	ENSG00000225746	OTTHUMG00000029060	788	Long non-coding RNAs (published)
HGNC:43874	MEG9	maternally expressed 9	Approved	RNA, long non-coding		LINC00584	14q32.31	100507257	ENSG00000223403	OTTHUMG00000029067	788	Long non-coding RNAs (published)
HGNC:51291	MHRT	myosin heavy chain associated RNA transcript	Approved	RNA, long non-coding		Myheart	14q11.2	104564225			788	Long non-coding RNAs (published)
HGNC:33425	MIAT	myocardial infarction associated transcript	Approved	RNA, long non-coding	C22orf35	FLJ25967, Rncr2, gomafu, NCRNA00066, LINC00066, lncRNA-MIAT	22q12.1	440823	ENSG00000225783	OTTHUMG00000150985	788	Long non-coding RNAs (published)
HGNC:27669	MIF-AS1	MIF antisense RNA 1	Approved	RNA, long non-coding		LOC284889, MIF-AS	22q11.23	284889	ENSG00000218537	OTTHUMG00000150772	788	Long non-coding RNAs (published)
HGNC:51653	MINCR	MYC-induced long non-coding RNA	Approved	RNA, long non-coding	LINC01604	TCONS_00015189	8q24.3	100507316	ENSG00000253716	OTTHUMG00000164976	788	Long non-coding RNAs (published)
HGNC:39522	MIR100HG	mir-100-let-7a-2-mir-125b-1 cluster host gene	Approved	RNA, long non-coding		AGD1, lncRNA-N2, linc-NeD125	11q24.1	399959	ENSG00000255248	OTTHUMG00000166035	788	Long non-coding RNAs (published)
HGNC:35460	MIR155HG	MIR155 host gene	Approved	RNA, long non-coding	MIRHG2	BIC, NCRNA00172	21q21.3	114614	ENSG00000234883	OTTHUMG00000078367	788	Long non-coding RNAs (published)
HGNC:23564	MIR17HG	miR-17-92a-1 cluster host gene	Approved	RNA, long non-coding	C13orf25, MIRHG1	FLJ14178, MIRH1, MIHG1, NCRNA00048, miR-17-92, LINC00048	13q31.3	407975	ENSG00000215417	OTTHUMG00000017195	788	Long non-coding RNAs (published)
HGNC:51555	MIR2052HG	MIR2052 host gene	Approved	RNA, long non-coding			8q21.11-q21.13	441355	ENSG00000254349	OTTHUMG00000164511	788	Long non-coding RNAs (published)
HGNC:43562	MIR205HG	MIR205 host gene	Approved	RNA, long non-coding		LINC00510	1q32.2	642587	ENSG00000230937	OTTHUMG00000036267	788	Long non-coding RNAs (published)
HGNC:49555	MIR222HG	miR222/221 cluster host gene	Approved	RNA, long non-coding		Lnc-Ang362	Xp11.3	104457406	ENSG00000270069	OTTHUMG00000184015	788	Long non-coding RNAs (published)
HGNC:28219	MIR22HG	MIR22 host gene	Approved	RNA, long non-coding	C17orf91	MGC14376, DKFZp686O06159	17p13.3	84981	ENSG00000186594	OTTHUMG00000132197	788	Long non-coding RNAs (published)
HGNC:37187	MIR31HG	MIR31 host gene	Approved	RNA, long non-coding		LOC554202, hsa-lnc-31, LncHIFCAR	9p21.3	554202	ENSG00000171889	OTTHUMG00000019681	788	Long non-coding RNAs (published)
HGNC:35163	MIR4435-2HG	MIR4435-2 host gene	Approved	RNA, long non-coding	MIR4435-1HG	LINC00978, AGD2, AK001796, lncRNA-AWPPH, MORRBID	2q13	541471	ENSG00000172965	OTTHUMG00000150313	788	Long non-coding RNAs (published)
HGNC:28258	MIR503HG	MIR503 host gene	Approved	RNA, long non-coding		MGC16121, H19X	Xq26.3	84848	ENSG00000223749	OTTHUMG00000022455	788	Long non-coding RNAs (published)
HGNC:23642	MIR600HG	MIR600 host gene	Approved	RNA, long non-coding	C9orf45, NCRNA00287	GL012, FLJ22161	9q33.3	81571	ENSG00000236901	OTTHUMG00000020635	788	Long non-coding RNAs (published)
HGNC:1274	MIR99AHG	mir-99a-let-7c cluster host gene	Approved	RNA, long non-coding	C21orf35, FLJ38295, C21orf34, LINC00478	MONC	21q21.1	388815	ENSG00000215386	OTTHUMG00000074377	788	Long non-coding RNAs (published)
HGNC:48954	MNX1-AS1	MNX1 antisense RNA 1 (head to head)	Approved	RNA, long non-coding		CCAT5, LOC645249	7q36.3	645249	ENSG00000243479	OTTHUMG00000188695	788	Long non-coding RNAs (published)
HGNC:50279	MT-LIPCAR	mitochondrially encoded long non-coding cardiac associated RNA	Approved	RNA, long non-coding		uc022bqs.1, LIPCAR	mitochondria	103504742			788	Long non-coding RNAs (published)
HGNC:53936	MUC5B-AS1	MUC5B antisense RNA 1	Approved	RNA, long non-coding			11p15.5	112577518	ENSG00000255177	OTTHUMG00000166615	788	Long non-coding RNAs (published)
HGNC:32684	MYCNUT	MYCN upstream transcript	Approved	RNA, long non-coding	MYCNUN	lncUSMycN	2p24.3	103752554	ENSG00000223850	OTTHUMG00000039578	788	Long non-coding RNAs (published)
HGNC:51821	MYOSLID	myocardin-induced smooth muscle lncRNA, inducer of differentiation	Approved	RNA, long non-coding			2q33.3	105373853	ENSG00000229647	OTTHUMG00000154787	788	Long non-coding RNAs (published)
HGNC:51192	NALT1	NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1	Approved	RNA, long non-coding	MIR4674HG, LINC01573	TCONS_l2_00029132	9q34.3	101928483	ENSG00000237886	OTTHUMG00000020933	788	Long non-coding RNAs (published)
